Chan,Delta,Timestamp,RSSI
38, 00:00:00.000697,29-Sep-17 3:56:35.116964 PM,-81
37, 00:00:01.274359,29-Sep-17 3:56:36.391322 PM,-83
37, 00:00:01.230283,29-Sep-17 3:56:37.621605 PM,-81
38, 00:00:00.000697,29-Sep-17 3:56:37.622302 PM,-80
37, 00:00:03.721408,29-Sep-17 3:56:41.343710 PM,-81
38, 00:00:00.000697,29-Sep-17 3:56:41.344407 PM,-79
37, 00:00:06.240191,29-Sep-17 3:56:47.584598 PM,-81
38, 00:00:00.000697,29-Sep-17 3:56:47.585295 PM,-80
37, 00:00:01.272357,29-Sep-17 3:56:48.857651 PM,-81
38, 00:00:00.000697,29-Sep-17 3:56:48.858348 PM,-80
37, 00:00:01.237413,29-Sep-17 3:56:50.095761 PM,-81
38, 00:00:00.000697,29-Sep-17 3:56:50.096458 PM,-80
38, 00:00:01.223564,29-Sep-17 3:56:51.320022 PM,-80
37, 00:00:02.533574,29-Sep-17 3:56:53.853596 PM,-81
38, 00:00:00.000697,29-Sep-17 3:56:53.854293 PM,-80
37, 00:00:01.233773,29-Sep-17 3:56:55.088066 PM,-81
38, 00:00:00.000697,29-Sep-17 3:56:55.088764 PM,-80
38, 00:00:03.713561,29-Sep-17 3:56:58.802324 PM,-79
38, 00:00:01.243325,29-Sep-17 3:57:00.045649 PM,-80
38, 00:00:01.245791,29-Sep-17 3:57:01.291439 PM,-80
37, 00:00:01.243798,29-Sep-17 3:57:02.535237 PM,-82
38, 00:00:00.000697,29-Sep-17 3:57:02.535934 PM,-79
38, 00:00:01.249490,29-Sep-17 3:57:03.785424 PM,-79
38, 00:00:02.493054,29-Sep-17 3:57:06.278478 PM,-80
37, 00:00:02.495335,29-Sep-17 3:57:08.773813 PM,-81
38, 00:00:00.000697,29-Sep-17 3:57:08.774510 PM,-80
39, 00:00:00.000697,29-Sep-17 3:57:08.775207 PM,-85
38, 00:00:02.483476,29-Sep-17 3:57:11.258682 PM,-79
38, 00:00:01.260023,29-Sep-17 3:57:12.518705 PM,-79
38, 00:00:01.232282,29-Sep-17 3:57:13.750987 PM,-80
37, 00:00:01.278484,29-Sep-17 3:57:15.029471 PM,-81
37, 00:00:01.221296,29-Sep-17 3:57:16.250767 PM,-81
38, 00:00:00.000697,29-Sep-17 3:57:16.251464 PM,-80
38, 00:00:01.249382,29-Sep-17 3:57:17.500845 PM,-81
37, 00:00:02.487800,29-Sep-17 3:57:19.988645 PM,-81
38, 00:00:00.000697,29-Sep-17 3:57:19.989343 PM,-80
37, 00:00:02.501412,29-Sep-17 3:57:22.490754 PM,-80
38, 00:00:00.000697,29-Sep-17 3:57:22.491452 PM,-79
37, 00:00:01.271826,29-Sep-17 3:57:23.763277 PM,-81
38, 00:00:00.000697,29-Sep-17 3:57:23.763974 PM,-79
37, 00:00:02.456798,29-Sep-17 3:57:26.220772 PM,-81
38, 00:00:00.000697,29-Sep-17 3:57:26.221470 PM,-79
39, 00:00:00.001199,29-Sep-17 3:57:26.222669 PM,-35.000 (strong)
39, 00:00:00.000326,29-Sep-17 3:57:26.222994 PM,-86
37, 00:00:03.749088,29-Sep-17 3:57:29.972082 PM,-80
39, 00:00:00.001394,29-Sep-17 3:57:29.973476 PM,-86
37, 00:00:02.471600,29-Sep-17 3:57:32.445076 PM,-80
38, 00:00:00.000697,29-Sep-17 3:57:32.445774 PM,-80
37, 00:00:01.265276,29-Sep-17 3:57:33.711050 PM,-81
38, 00:00:00.000697,29-Sep-17 3:57:33.711747 PM,-79
37, 00:00:02.476280,29-Sep-17 3:57:36.188027 PM,-81
38, 00:00:00.000697,29-Sep-17 3:57:36.188724 PM,-79
37, 00:00:01.240028,29-Sep-17 3:57:37.428753 PM,-80
38, 00:00:00.000698,29-Sep-17 3:57:37.429450 PM,-79
37, 00:00:01.245778,29-Sep-17 3:57:38.675228 PM,-80
38, 00:00:00.000697,29-Sep-17 3:57:38.675926 PM,-80
37, 00:00:01.263798,29-Sep-17 3:57:39.939723 PM,-80
38, 00:00:00.000697,29-Sep-17 3:57:39.940420 PM,-81
38, 00:00:01.225983,29-Sep-17 3:57:41.166403 PM,-78
37, 00:00:01.290729,29-Sep-17 3:57:42.457131 PM,-81
38, 00:00:02.448723,29-Sep-17 3:57:44.905855 PM,-80
37, 00:00:01.251227,29-Sep-17 3:57:46.157082 PM,-80
38, 00:00:00.000697,29-Sep-17 3:57:46.157779 PM,-80
37, 00:00:01.258358,29-Sep-17 3:57:47.416137 PM,-81
38, 00:00:00.000697,29-Sep-17 3:57:47.416834 PM,-79
37, 00:00:01.249727,29-Sep-17 3:57:48.666560 PM,-81
38, 00:00:00.000697,29-Sep-17 3:57:48.667257 PM,-79
37, 00:00:01.219911,29-Sep-17 3:57:49.887168 PM,-80
38, 00:00:00.000697,29-Sep-17 3:57:49.887865 PM,-79
38, 00:00:01.283971,29-Sep-17 3:57:51.171836 PM,-79
38, 00:00:01.212696,29-Sep-17 3:57:52.384532 PM,-80
37, 00:00:01.258565,29-Sep-17 3:57:53.643097 PM,-80
37, 00:00:01.221565,29-Sep-17 3:57:54.864661 PM,-81
38, 00:00:00.000697,29-Sep-17 3:57:54.865358 PM,-80
37, 00:00:01.252430,29-Sep-17 3:57:56.117788 PM,-80
38, 00:00:00.000697,29-Sep-17 3:57:56.118485 PM,-80
38, 00:00:01.273825,29-Sep-17 3:57:57.392310 PM,-80
37, 00:00:01.207205,29-Sep-17 3:57:58.599514 PM,-80
38, 00:00:00.000697,29-Sep-17 3:57:58.600211 PM,-80
37, 00:00:01.243770,29-Sep-17 3:57:59.843981 PM,-80
38, 00:00:00.000697,29-Sep-17 3:57:59.844678 PM,-78
37, 00:00:01.259150,29-Sep-17 3:58:01.103828 PM,-80
38, 00:00:00.000698,29-Sep-17 3:58:01.104526 PM,-81
37, 00:00:01.246220,29-Sep-17 3:58:02.350746 PM,-80
38, 00:00:00.000697,29-Sep-17 3:58:02.351443 PM,-80
37, 00:00:01.234410,29-Sep-17 3:58:03.585853 PM,-81
38, 00:00:00.000697,29-Sep-17 3:58:03.586550 PM,-79
37, 00:00:01.240643,29-Sep-17 3:58:04.827192 PM,-81
38, 00:00:00.000697,29-Sep-17 3:58:04.827889 PM,-79
37, 00:00:03.736555,29-Sep-17 3:58:08.564444 PM,-81
38, 00:00:00.000697,29-Sep-17 3:58:08.565141 PM,-80
38, 00:00:02.507368,29-Sep-17 3:58:11.072509 PM,-78
37, 00:00:01.235510,29-Sep-17 3:58:12.308020 PM,-80
38, 00:00:00.000697,29-Sep-17 3:58:12.308717 PM,-81
37, 00:00:01.283977,29-Sep-17 3:58:13.592693 PM,-81
38, 00:00:00.000697,29-Sep-17 3:58:13.593391 PM,-79
37, 00:00:01.201355,29-Sep-17 3:58:14.794746 PM,-82
38, 00:00:00.000697,29-Sep-17 3:58:14.795443 PM,-80
38, 00:00:01.253605,29-Sep-17 3:58:16.049048 PM,-81
37, 00:00:01.238228,29-Sep-17 3:58:17.287275 PM,-81
38, 00:00:00.000697,29-Sep-17 3:58:17.287972 PM,-79
39, 00:00:00.001199,29-Sep-17 3:58:17.289172 PM,-35.000 (strong)
37, 00:00:01.233279,29-Sep-17 3:58:18.522451 PM,-81
37, 00:00:03.735176,29-Sep-17 3:58:22.257627 PM,-80
38, 00:00:00.000697,29-Sep-17 3:58:22.258324 PM,-81
37, 00:00:01.268822,29-Sep-17 3:58:23.527146 PM,-81
37, 00:00:01.211333,29-Sep-17 3:58:24.738479 PM,-81
38, 00:00:00.000697,29-Sep-17 3:58:24.739176 PM,-80
39, 00:00:00.001199,29-Sep-17 3:58:24.740375 PM,-35.000 (strong)
37, 00:00:01.264148,29-Sep-17 3:58:26.004522 PM,-80
38, 00:00:00.000697,29-Sep-17 3:58:26.005220 PM,-80
37, 00:00:01.226635,29-Sep-17 3:58:27.231855 PM,-80
38, 00:00:00.000697,29-Sep-17 3:58:27.232552 PM,-81
39, 00:00:00.001200,29-Sep-17 3:58:27.233752 PM,-35.000 (strong)
39, 00:00:00.000325,29-Sep-17 3:58:27.234077 PM,-85
38, 00:00:02.494182,29-Sep-17 3:58:29.728258 PM,-81
37, 00:00:04.980157,29-Sep-17 3:58:34.708416 PM,-80
38, 00:00:00.000697,29-Sep-17 3:58:34.709113 PM,-79
37, 00:00:01.246577,29-Sep-17 3:58:35.955690 PM,-81
38, 00:00:00.000697,29-Sep-17 3:58:35.956387 PM,-81
37, 00:00:01.246080,29-Sep-17 3:58:37.202467 PM,-80
38, 00:00:00.000697,29-Sep-17 3:58:37.203164 PM,-79
37, 00:00:03.731579,29-Sep-17 3:58:40.934743 PM,-80
38, 00:00:00.000697,29-Sep-17 3:58:40.935440 PM,-80
39, 00:00:00.001199,29-Sep-17 3:58:40.936639 PM,-35.000 (strong)
37, 00:00:01.266165,29-Sep-17 3:58:42.202804 PM,-80
38, 00:00:00.000698,29-Sep-17 3:58:42.203502 PM,-80
37, 00:00:01.222583,29-Sep-17 3:58:43.426085 PM,-80
38, 00:00:00.000697,29-Sep-17 3:58:43.426782 PM,-80
37, 00:00:01.249519,29-Sep-17 3:58:44.676301 PM,-81
38, 00:00:00.000697,29-Sep-17 3:58:44.676999 PM,-79
38, 00:00:01.252477,29-Sep-17 3:58:45.929475 PM,-79
37, 00:00:01.250627,29-Sep-17 3:58:47.180103 PM,-81
38, 00:00:00.000697,29-Sep-17 3:58:47.180800 PM,-81
37, 00:00:01.244027,29-Sep-17 3:58:48.424827 PM,-81
38, 00:00:00.000698,29-Sep-17 3:58:48.425525 PM,-80
37, 00:00:01.265924,29-Sep-17 3:58:49.691449 PM,-80
38, 00:00:00.000697,29-Sep-17 3:58:49.692146 PM,-80
37, 00:00:01.224708,29-Sep-17 3:58:50.916854 PM,-81
38, 00:00:00.000697,29-Sep-17 3:58:50.917552 PM,-79
37, 00:00:01.235229,29-Sep-17 3:58:52.152780 PM,-81
38, 00:00:00.000697,29-Sep-17 3:58:52.153477 PM,-81
37, 00:00:01.237069,29-Sep-17 3:58:53.390547 PM,-81
38, 00:00:00.000697,29-Sep-17 3:58:53.391244 PM,-79
39, 00:00:01.244659,29-Sep-17 3:58:54.635903 PM,-34.000 (strong)
37, 00:00:01.252829,29-Sep-17 3:58:55.888732 PM,-81
38, 00:00:00.000697,29-Sep-17 3:58:55.889429 PM,-80
37, 00:00:01.242356,29-Sep-17 3:58:57.131785 PM,-81
38, 00:00:00.000698,29-Sep-17 3:58:57.132483 PM,-80
37, 00:00:01.237962,29-Sep-17 3:58:58.370445 PM,-80
38, 00:00:00.000697,29-Sep-17 3:58:58.371142 PM,-79
37, 00:00:04.982432,29-Sep-17 3:59:03.353575 PM,-81
38, 00:00:00.000697,29-Sep-17 3:59:03.354272 PM,-80
37, 00:00:01.249521,29-Sep-17 3:59:04.603792 PM,-80
38, 00:00:00.000697,29-Sep-17 3:59:04.604489 PM,-79
37, 00:00:01.240607,29-Sep-17 3:59:05.845096 PM,-80
38, 00:00:00.000697,29-Sep-17 3:59:05.845793 PM,-80
37, 00:00:01.254941,29-Sep-17 3:59:07.100734 PM,-80
38, 00:00:00.000697,29-Sep-17 3:59:07.101432 PM,-79
37, 00:00:03.747468,29-Sep-17 3:59:10.848899 PM,-80
37, 00:00:02.487162,29-Sep-17 3:59:13.336061 PM,-80
38, 00:00:00.000697,29-Sep-17 3:59:13.336758 PM,-80
39, 00:00:00.001199,29-Sep-17 3:59:13.337957 PM,-35.000 (strong)
37, 00:00:01.229374,29-Sep-17 3:59:14.567331 PM,-81
38, 00:00:00.000698,29-Sep-17 3:59:14.568028 PM,-80
37, 00:00:01.251526,29-Sep-17 3:59:15.819555 PM,-80
38, 00:00:00.000697,29-Sep-17 3:59:15.820252 PM,-79
37, 00:00:01.239997,29-Sep-17 3:59:17.060248 PM,-81
38, 00:00:00.000697,29-Sep-17 3:59:17.060945 PM,-80
37, 00:00:02.497118,29-Sep-17 3:59:19.558063 PM,-81
38, 00:00:00.000697,29-Sep-17 3:59:19.558761 PM,-80
37, 00:00:01.259870,29-Sep-17 3:59:20.818630 PM,-81
37, 00:00:01.246343,29-Sep-17 3:59:22.064973 PM,-83
37, 00:00:01.225367,29-Sep-17 3:59:23.290339 PM,-81
37, 00:00:01.267166,29-Sep-17 3:59:24.557505 PM,-80
38, 00:00:00.000697,29-Sep-17 3:59:24.558202 PM,-79
39, 00:00:00.001199,29-Sep-17 3:59:24.559401 PM,-35.000 (strong)
39, 00:00:00.000325,29-Sep-17 3:59:24.559726 PM,-86
37, 00:00:03.704290,29-Sep-17 3:59:28.264016 PM,-80
38, 00:00:00.000697,29-Sep-17 3:59:28.264713 PM,-79
37, 00:00:01.252561,29-Sep-17 3:59:29.517273 PM,-80
38, 00:00:00.000697,29-Sep-17 3:59:29.517971 PM,-80
37, 00:00:01.238771,29-Sep-17 3:59:30.756742 PM,-81
38, 00:00:00.000697,29-Sep-17 3:59:30.757439 PM,-79
37, 00:00:01.266829,29-Sep-17 3:59:32.024268 PM,-81
37, 00:00:01.240822,29-Sep-17 3:59:33.265089 PM,-81
37, 00:00:01.230900,29-Sep-17 3:59:34.495990 PM,-80
38, 00:00:00.000697,29-Sep-17 3:59:34.496687 PM,-80
37, 00:00:01.259016,29-Sep-17 3:59:35.755702 PM,-80
38, 00:00:01.256640,29-Sep-17 3:59:37.012342 PM,-79
38, 00:00:01.244522,29-Sep-17 3:59:38.256864 PM,-79
37, 00:00:01.247927,29-Sep-17 3:59:39.504791 PM,-81
38, 00:00:00.000697,29-Sep-17 3:59:39.505488 PM,-79
39, 00:00:00.001200,29-Sep-17 3:59:39.506688 PM,-35.000 (strong)
37, 00:00:01.235365,29-Sep-17 3:59:40.742053 PM,-80
38, 00:00:00.000697,29-Sep-17 3:59:40.742750 PM,-80
39, 00:00:00.001199,29-Sep-17 3:59:40.743949 PM,-35.000 (strong)
39, 00:00:00.000326,29-Sep-17 3:59:40.744275 PM,-87
37, 00:00:01.226480,29-Sep-17 3:59:41.970754 PM,-79
38, 00:00:00.000697,29-Sep-17 3:59:41.971452 PM,-80
37, 00:00:01.243372,29-Sep-17 3:59:43.214824 PM,-81
38, 00:00:00.000697,29-Sep-17 3:59:43.215521 PM,-80
37, 00:00:01.231728,29-Sep-17 3:59:44.447249 PM,-80
38, 00:00:00.000697,29-Sep-17 3:59:44.447946 PM,-79
38, 00:00:01.247960,29-Sep-17 3:59:45.695905 PM,-79
37, 00:00:02.488687,29-Sep-17 3:59:48.184592 PM,-81
38, 00:00:00.000697,29-Sep-17 3:59:48.185290 PM,-79
37, 00:00:01.227436,29-Sep-17 3:59:49.412726 PM,-80
38, 00:00:00.000697,29-Sep-17 3:59:49.413423 PM,-79
38, 00:00:02.529828,29-Sep-17 3:59:51.943251 PM,-80
37, 00:00:02.491466,29-Sep-17 3:59:54.434718 PM,-82
37, 00:00:01.207459,29-Sep-17 3:59:55.642177 PM,-81
38, 00:00:00.000698,29-Sep-17 3:59:55.642874 PM,-79
37, 00:00:01.240329,29-Sep-17 3:59:56.883204 PM,-82
37, 00:00:01.242252,29-Sep-17 3:59:58.125455 PM,-81
38, 00:00:00.000697,29-Sep-17 3:59:58.126152 PM,-81
38, 00:00:01.266174,29-Sep-17 3:59:59.392326 PM,-81
37, 00:00:01.230512,29-Sep-17 4:00:00.622837 PM,-81
38, 00:00:00.000697,29-Sep-17 4:00:00.623535 PM,-80
38, 00:00:01.237380,29-Sep-17 4:00:01.860914 PM,-80
