Bookmark,Frame#,CP#,RF Chan,Chan,Event Status,Decryption Initiated,DS,PHY,Len,Frame Size,Delta,Timestamp,RSSI,
,507,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.349740",="02-Oct-17 5:33:33.073313 PM",-75.000 dBm (weak),
,508,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:33.074341 PM",-72.000 dBm (weak),
,509,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.351484",="02-Oct-17 5:33:33.425825 PM",-75.000 dBm (weak),
,510,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:33.426853 PM",-75.000 dBm (weak),
,511,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:33.427879 PM",-80.000 dBm (weak),
,512,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.352569",="02-Oct-17 5:33:33.780448 PM",-76.000 dBm (weak),
,513,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.359986",="02-Oct-17 5:33:34.140433 PM",-73.000 dBm (weak),
,514,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:34.141459 PM",-78.000 dBm (weak),
,515,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.353856",="02-Oct-17 5:33:34.495315 PM",-78.000 dBm (weak),
,516,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.349481",="02-Oct-17 5:33:34.844795 PM",-75.000 dBm (weak),
,517,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:34.845823 PM",-73.000 dBm (weak),
,518,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:34.846849 PM",-79.000 dBm (weak),
,519,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.351240",="02-Oct-17 5:33:35.198089 PM",-75.000 dBm (weak),
,520,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:35.199116 PM",-74.000 dBm (weak),
,521,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:35.200142 PM",-80.000 dBm (weak),
,522,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.352824",="02-Oct-17 5:33:35.552966 PM",-76.000 dBm (weak),
,523,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.002054",="02-Oct-17 5:33:35.555019 PM",-79.000 dBm (weak),
,524,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.356889",="02-Oct-17 5:33:35.911908 PM",-76.000 dBm (weak),
,525,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:35.912936 PM",-75.000 dBm (weak),
,526,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:35.913962 PM",-80.000 dBm (weak),
,527,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.356353",="02-Oct-17 5:33:36.270314 PM",-74.000 dBm (weak),
,528,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.707048",="02-Oct-17 5:33:36.977362 PM",-75.000 dBm (weak),
,529,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:36.978389 PM",-73.000 dBm (weak),
,530,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:36.979415 PM",-79.000 dBm (weak),
,531,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.349986",="02-Oct-17 5:33:37.329401 PM",-74.000 dBm (weak),
,532,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.352747",="02-Oct-17 5:33:37.682148 PM",-75.000 dBm (weak),
,533,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:37.683175 PM",-73.000 dBm (weak),
,534,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:37.684201 PM",-79.000 dBm (weak),
,535,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.358912",="02-Oct-17 5:33:38.043113 PM",-80.000 dBm (weak),
,536,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.351489",="02-Oct-17 5:33:38.394602 PM",-72.000 dBm (weak),
,537,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:38.395628 PM",-80.000 dBm (weak),
,538,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.352787",="02-Oct-17 5:33:38.748415 PM",-74.000 dBm (weak),
,539,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:38.749442 PM",-74.000 dBm (weak),
,540,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.357457",="02-Oct-17 5:33:39.106899 PM",-75.000 dBm (weak),
,541,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:39.107927 PM",-73.000 dBm (weak),
,542,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:39.108953 PM",-79.000 dBm (weak),
,543,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.355860",="02-Oct-17 5:33:39.464813 PM",-74.000 dBm (weak),
,544,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:39.465840 PM",-73.000 dBm (weak),
,545,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:39.466866 PM",-80.000 dBm (weak),
,546,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:01.420379",="02-Oct-17 5:33:40.887245 PM",-74.000 dBm (weak),
,547,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:40.888273 PM",-74.000 dBm (weak),
,548,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:40.889299 PM",-80.000 dBm (weak),
,549,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.351741",="02-Oct-17 5:33:41.241040 PM",-75.000 dBm (weak),
,550,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:41.242068 PM",-75.000 dBm (weak),
,551,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:41.243093 PM",-80.000 dBm (weak),
,552,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.356627",="02-Oct-17 5:33:41.599720 PM",-76.000 dBm (weak),
,553,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:41.600748 PM",-75.000 dBm (weak),
,554,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:41.601774 PM",-81.000 dBm (weak),
,555,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.349217",="02-Oct-17 5:33:41.950990 PM",-75.000 dBm (weak),
,556,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:41.952018 PM",-74.000 dBm (weak),
,557,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:41.953044 PM",-79.000 dBm (weak),
,558,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.357662",="02-Oct-17 5:33:42.310706 PM",-74.000 dBm (weak),
,559,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.349471",="02-Oct-17 5:33:42.660177 PM",-75.000 dBm (weak),
,560,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:42.661205 PM",-74.000 dBm (weak),
,561,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:42.662231 PM",-81.000 dBm (weak),
,562,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.349008",="02-Oct-17 5:33:43.011238 PM",-75.000 dBm (weak),
,563,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:43.012266 PM",-74.000 dBm (weak),
,564,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:43.013292 PM",-80.000 dBm (weak),
,565,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.707983",="02-Oct-17 5:33:43.721275 PM",-74.000 dBm (weak),
,566,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.715388",="02-Oct-17 5:33:44.436663 PM",-75.000 dBm (weak),
,567,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.002053",="02-Oct-17 5:33:44.438716 PM",-81.000 dBm (weak),
,568,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.358688",="02-Oct-17 5:33:44.797404 PM",-76.000 dBm (weak),
,569,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.356130",="02-Oct-17 5:33:45.153535 PM",-77.000 dBm (weak),
,570,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.358452",="02-Oct-17 5:33:45.511986 PM",-81.000 dBm (weak),
,571,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.705884",="02-Oct-17 5:33:46.217870 PM",-76.000 dBm (weak),
,572,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:46.218898 PM",-72.000 dBm (weak),
,573,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.355626",="02-Oct-17 5:33:46.574524 PM",-71.000 dBm (weak),
,574,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:46.575549 PM",-79.000 dBm (weak),
,575,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.352330",="02-Oct-17 5:33:46.927879 PM",-73.000 dBm (weak),
,576,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:46.928905 PM",-79.000 dBm (weak),
,577,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.348422",="02-Oct-17 5:33:47.277327 PM",-76.000 dBm (weak),
,578,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:47.278355 PM",-72.000 dBm (weak),
,579,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.357144",="02-Oct-17 5:33:47.635499 PM",-75.000 dBm (weak),
,580,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:47.636526 PM",-72.000 dBm (weak),
,581,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:47.637552 PM",-79.000 dBm (weak),
,582,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.352768",="02-Oct-17 5:33:47.990319 PM",-79.000 dBm (weak),
,583,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.709712",="02-Oct-17 5:33:48.700031 PM",-74.000 dBm (weak),
,584,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.002054",="02-Oct-17 5:33:48.702085 PM",-79.000 dBm (weak),
,585,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.352252",="02-Oct-17 5:33:49.054336 PM",-74.000 dBm (weak),
,586,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:49.055364 PM",-73.000 dBm (weak),
,587,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.359735",="02-Oct-17 5:33:49.415099 PM",-79.000 dBm (weak),
,588,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.701000",="02-Oct-17 5:33:50.116099 PM",-75.000 dBm (weak),
,589,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:50.117126 PM",-73.000 dBm (weak),
,590,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:50.118152 PM",-79.000 dBm (weak),
,591,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.352857",="02-Oct-17 5:33:50.471010 PM",-72.000 dBm (weak),
,592,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.354362",="02-Oct-17 5:33:50.825371 PM",-75.000 dBm (weak),
,593,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:50.826399 PM",-73.000 dBm (weak),
,594,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:50.827425 PM",-78.000 dBm (weak),
,595,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.351300",="02-Oct-17 5:33:51.178725 PM",-75.000 dBm (weak),
,596,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:51.179752 PM",-72.000 dBm (weak),
,597,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:51.180778 PM",-78.000 dBm (weak),
,598,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.352091",="02-Oct-17 5:33:51.532869 PM",-73.000 dBm (weak),
,599,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.350201",="02-Oct-17 5:33:51.883070 PM",-75.000 dBm (weak),
,600,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:51.884098 PM",-72.000 dBm (weak),
,601,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:51.885124 PM",-80.000 dBm (weak),
,602,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.357466",="02-Oct-17 5:33:52.242589 PM",-75.000 dBm (weak),
,603,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:52.243617 PM",-72.000 dBm (weak),
,604,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:52.244643 PM",-79.000 dBm (weak),
,605,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.355415",="02-Oct-17 5:33:52.600058 PM",-74.000 dBm (weak),
,606,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:52.601085 PM",-72.000 dBm (weak),
,607,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:52.602111 PM",-78.000 dBm (weak),
,608,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.351050",="02-Oct-17 5:33:52.953161 PM",-74.000 dBm (weak),
,609,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:52.954189 PM",-72.000 dBm (weak),
,610,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:52.955214 PM",-78.000 dBm (weak),
,611,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.357953",="02-Oct-17 5:33:53.313167 PM",-74.000 dBm (weak),
,612,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:53.314195 PM",-73.000 dBm (weak),
,613,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:53.315221 PM",-79.000 dBm (weak),
,614,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.349935",="02-Oct-17 5:33:53.665156 PM",-75.000 dBm (weak),
,615,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:53.666184 PM",-72.000 dBm (weak),
,616,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:53.667209 PM",-78.000 dBm (weak),
,617,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.353341",="02-Oct-17 5:33:54.020550 PM",-75.000 dBm (weak),
,618,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:54.021577 PM",-72.000 dBm (weak),
,619,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.358414",="02-Oct-17 5:33:54.379991 PM",-75.000 dBm (weak),
,620,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.002383",="02-Oct-17 5:33:54.382373 PM",-79.000 dBm (weak),
,621,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.353972",="02-Oct-17 5:33:54.736345 PM",-75.000 dBm (weak),
,622,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:54.737373 PM",-73.000 dBm (weak),
,623,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:54.738398 PM",-79.000 dBm (weak),
,624,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.355611",="02-Oct-17 5:33:55.094010 PM",-75.000 dBm (weak),
,625,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.352763",="02-Oct-17 5:33:55.446772 PM",-74.000 dBm (weak),
,626,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.359198",="02-Oct-17 5:33:55.805970 PM",-73.000 dBm (weak),
,627,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:55.806996 PM",-78.000 dBm (weak),
,628,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.351983",="02-Oct-17 5:33:56.158979 PM",-75.000 dBm (weak),
,629,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:56.160007 PM",-72.000 dBm (weak),
,630,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.356350",="02-Oct-17 5:33:56.516356 PM",-75.000 dBm (weak),
,631,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:56.517384 PM",-73.000 dBm (weak),
,632,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:56.518410 PM",-79.000 dBm (weak),
,633,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.359730",="02-Oct-17 5:33:56.878139 PM",-79.000 dBm (weak),
,634,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.357931",="02-Oct-17 5:33:57.236070 PM",-75.000 dBm (weak),
,635,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:57.237098 PM",-72.000 dBm (weak),
,636,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:57.238124 PM",-78.000 dBm (weak),
,637,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.356387",="02-Oct-17 5:33:57.594511 PM",-75.000 dBm (weak),
,638,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:57.595538 PM",-73.000 dBm (weak),
,639,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:57.596564 PM",-79.000 dBm (weak),
,640,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.351494",="02-Oct-17 5:33:57.948058 PM",-72.000 dBm (weak),
,641,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.349952",="02-Oct-17 5:33:58.298009 PM",-75.000 dBm (weak),
,642,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:58.299037 PM",-72.000 dBm (weak),
,643,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:58.300063 PM",-78.000 dBm (weak),
,644,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.357647",="02-Oct-17 5:33:58.657710 PM",-75.000 dBm (weak),
,645,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:58.658738 PM",-72.000 dBm (weak),
,646,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000519",="02-Oct-17 5:33:58.659256 PM",-47.000 dBm (medium),
,647,1,    12 ,  38 ,SUCCESS,No,,1M,31,65,=" 00:00:00.000326",="02-Oct-17 5:33:58.659583 PM",-73.000 dBm (weak),
,648,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.000776",="02-Oct-17 5:33:58.660358 PM",-79.000 dBm (weak),
,649,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.352938",="02-Oct-17 5:33:59.013296 PM",-75.000 dBm (weak),
,650,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:59.014324 PM",-73.000 dBm (weak),
,651,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:59.015350 PM",-79.000 dBm (weak),
,652,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.349759",="02-Oct-17 5:33:59.365108 PM",-75.000 dBm (weak),
,653,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:59.366136 PM",-72.000 dBm (weak),
,654,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:59.367162 PM",-79.000 dBm (weak),
,655,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.354051",="02-Oct-17 5:33:59.721213 PM",-75.000 dBm (weak),
,656,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:33:59.722240 PM",-72.000 dBm (weak),
,657,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:33:59.723266 PM",-79.000 dBm (weak),
,658,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.357451",="02-Oct-17 5:34:00.080717 PM",-75.000 dBm (weak),
,659,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:34:00.081745 PM",-73.000 dBm (weak),
,660,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:34:00.082771 PM",-79.000 dBm (weak),
,661,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.354123",="02-Oct-17 5:34:00.436894 PM",-74.000 dBm (weak),
,662,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:34:00.437921 PM",-73.000 dBm (weak),
,663,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:34:00.438947 PM",-79.000 dBm (weak),
,664,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.356415",="02-Oct-17 5:34:00.795362 PM",-75.000 dBm (weak),
,665,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.703753",="02-Oct-17 5:34:01.499115 PM",-75.000 dBm (weak),
,666,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:34:01.500142 PM",-72.000 dBm (weak),
,667,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:34:01.501168 PM",-79.000 dBm (weak),
,668,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.350198",="02-Oct-17 5:34:01.851366 PM",-75.000 dBm (weak),
,669,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:34:01.852394 PM",-72.000 dBm (weak),
,670,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:34:01.853420 PM",-79.000 dBm (weak),
,671,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.352261",="02-Oct-17 5:34:02.205681 PM",-75.000 dBm (weak),
,672,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:34:02.206709 PM",-73.000 dBm (weak),
,673,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:34:02.207734 PM",-79.000 dBm (weak),
,674,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.350451",="02-Oct-17 5:34:02.558185 PM",-75.000 dBm (weak),
,675,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:34:02.559213 PM",-71.000 dBm (weak),
,676,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.357172",="02-Oct-17 5:34:02.916384 PM",-74.000 dBm (weak),
,677,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:34:02.917412 PM",-72.000 dBm (weak),
,678,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:34:02.918438 PM",-79.000 dBm (weak),
,679,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.703542",="02-Oct-17 5:34:03.621979 PM",-74.000 dBm (weak),
,680,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:34:03.623007 PM",-73.000 dBm (weak),
,681,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:34:03.624033 PM",-79.000 dBm (weak),
,682,1,     0 ,  37 ,SUCCESS,No,,1M,38,72,=" 00:00:00.357109",="02-Oct-17 5:34:03.981142 PM",-75.000 dBm (weak),
,683,1,    12 ,  38 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001028",="02-Oct-17 5:34:03.982169 PM",-72.000 dBm (weak),
,684,1,    39 ,  39 ,SUCCESS,No,,1M,38,72,=" 00:00:00.001026",="02-Oct-17 5:34:03.983195 PM",-80.000 dBm (weak),
