Bookmark,Frame#,CP#,RF Chan,Chan,Event Status,Decryption Initiated,DS,PHY,Len,Frame Size,Delta,Timestamp,RSSI,
,56,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:02.499058",="29-Sep-17 3:50:33.824575 PM",-81.000 dBm (weak),
,57,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:01.241229",="29-Sep-17 3:50:35.065804 PM",-81.000 dBm (weak),
,58,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.242581",="29-Sep-17 3:50:36.308385 PM",-81.000 dBm (weak),
,59,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29-Sep-17 3:50:36.309083 PM",-79.000 dBm (weak),
,60,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:01.278536",="29-Sep-17 3:50:37.587618 PM",-79.000 dBm (weak),
,61,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.243832",="29-Sep-17 3:50:38.831450 PM",-81.000 dBm (weak),
,62,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29-Sep-17 3:50:38.832147 PM",-80.000 dBm (weak),
,63,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.213677",="29-Sep-17 3:50:40.045824 PM",-81.000 dBm (weak),
,64,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:03.736748",="29-Sep-17 3:50:43.782572 PM",-81.000 dBm (weak),
,65,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29-Sep-17 3:50:43.783269 PM",-80.000 dBm (weak),
,66,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:01.246429",="29-Sep-17 3:50:45.029698 PM",-80.000 dBm (weak),
,67,1,    39 ,  39 ,SUCCESS,No,,1M,14,48,=" 00:00:00.001199",="29-Sep-17 3:50:45.030897 PM",-35.000 dBm (strong),
,68,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:02.492811",="29-Sep-17 3:50:47.523708 PM",-83.000 dBm (weak),
,69,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29-Sep-17 3:50:47.524405 PM",-80.000 dBm (weak),
,70,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.256575",="29-Sep-17 3:50:48.780979 PM",-81.000 dBm (weak),
,71,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29-Sep-17 3:50:48.781677 PM",-80.000 dBm (weak),
