Bookmark,Frame#,CP#,RF Chan,Chan,Event Status,Decryption Initiated,DS,PHY,Len,Frame Size,Delta,Timestamp,RSSI,+PDU Type (LE ADV),
,3378,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.235933",="13-Nov-17 5:22:04.196331 PM",-36.000 dBm (strong),ADV_IND,
,3379,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:04.197029 PM",-35.000 dBm (strong),ADV_IND,
,3380,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:22:04.197531 PM",-38.000 dBm (medium),SCAN_REQ,
,3381,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:22:04.197858 PM",-35.000 dBm (strong),SCAN_RSP,
,3382,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:22:04.198128 PM",-42.000 dBm (medium),ADV_IND,
,3383,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.242932",="13-Nov-17 5:22:05.441061 PM",-37.000 dBm (medium),ADV_IND,
,3384,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000830",="13-Nov-17 5:22:05.441891 PM",-35.000 dBm (strong),ADV_IND,
,3385,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:22:05.442393 PM",-38.000 dBm (medium),SCAN_REQ,
,3386,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:22:05.442719 PM",-35.000 dBm (strong),SCAN_RSP,
,3387,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:22:05.442990 PM",-42.000 dBm (medium),ADV_IND,
,3388,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.236500",="13-Nov-17 5:22:06.679490 PM",-37.000 dBm (medium),ADV_IND,
,3389,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:06.680187 PM",-35.000 dBm (strong),ADV_IND,
,3390,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:22:06.680689 PM",-38.000 dBm (medium),SCAN_REQ,
,3391,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:22:06.681015 PM",-35.000 dBm (strong),SCAN_RSP,
,3392,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:22:06.681286 PM",-42.000 dBm (medium),ADV_IND,
,3393,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.252133",="13-Nov-17 5:22:07.933419 PM",-36.000 dBm (strong),ADV_IND,
,3394,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:07.934116 PM",-35.000 dBm (strong),ADV_IND,
,3395,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:07.934813 PM",-42.000 dBm (medium),ADV_IND,
,3396,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.245185",="13-Nov-17 5:22:09.179998 PM",-37.000 dBm (medium),ADV_IND,
,3397,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:09.180696 PM",-35.000 dBm (strong),ADV_IND,
,3398,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:22:09.181198 PM",-38.000 dBm (medium),SCAN_REQ,
,3399,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000325",="13-Nov-17 5:22:09.181524 PM",-35.000 dBm (strong),SCAN_RSP,
,3400,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:22:09.181794 PM",-42.000 dBm (medium),ADV_IND,
,3401,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.253033",="13-Nov-17 5:22:10.434828 PM",-36.000 dBm (strong),ADV_IND,
,3402,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:10.435525 PM",-35.000 dBm (strong),ADV_IND,
,3403,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:22:10.436027 PM",-38.000 dBm (medium),SCAN_REQ,
,3404,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:22:10.436353 PM",-35.000 dBm (strong),SCAN_RSP,
,3405,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:22:10.436624 PM",-42.000 dBm (medium),ADV_IND,
,3406,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.240233",="13-Nov-17 5:22:11.676857 PM",-36.000 dBm (strong),ADV_IND,
,3407,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:11.677554 PM",-35.000 dBm (strong),ADV_IND,
,3408,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:22:11.678056 PM",-38.000 dBm (medium),SCAN_REQ,
,3409,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:22:11.678382 PM",-35.000 dBm (strong),SCAN_RSP,
,3410,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:22:11.678653 PM",-42.000 dBm (medium),ADV_IND,
,3411,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.240583",="13-Nov-17 5:22:12.919236 PM",-37.000 dBm (medium),ADV_IND,
,3412,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:12.919933 PM",-35.000 dBm (strong),ADV_IND,
,3413,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:22:12.920436 PM",-38.000 dBm (medium),SCAN_REQ,
,3414,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000325",="13-Nov-17 5:22:12.920761 PM",-35.000 dBm (strong),SCAN_RSP,
,3415,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:22:12.921032 PM",-42.000 dBm (medium),ADV_IND,
,3416,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.239383",="13-Nov-17 5:22:14.160415 PM",-36.000 dBm (strong),ADV_IND,
,3417,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:14.161113 PM",-35.000 dBm (strong),ADV_IND,
,3418,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:22:14.161615 PM",-38.000 dBm (medium),SCAN_REQ,
,3419,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:22:14.161941 PM",-35.000 dBm (strong),SCAN_RSP,
,3420,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:22:14.162211 PM",-42.000 dBm (medium),ADV_IND,
,3421,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.244133",="13-Nov-17 5:22:15.406345 PM",-37.000 dBm (medium),ADV_IND,
,3422,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:22:15.406847 PM",-44.000 dBm (medium),SCAN_REQ,
,3423,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:22:15.407173 PM",-37.000 dBm (medium),SCAN_RSP,
,3424,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:22:15.407444 PM",-35.000 dBm (strong),ADV_IND,
,3425,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:15.408141 PM",-42.000 dBm (medium),ADV_IND,
,3426,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.251683",="13-Nov-17 5:22:16.659824 PM",-36.000 dBm (strong),ADV_IND,
,3427,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:22:16.660327 PM",-44.000 dBm (medium),SCAN_REQ,
,3428,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000325",="13-Nov-17 5:22:16.660652 PM",-37.000 dBm (medium),SCAN_RSP,
,3429,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:22:16.660923 PM",-35.000 dBm (strong),ADV_IND,
,3430,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:16.661620 PM",-42.000 dBm (medium),ADV_IND,
,3431,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.236733",="13-Nov-17 5:22:17.898353 PM",-37.000 dBm (medium),ADV_IND,
,3432,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:17.899050 PM",-35.000 dBm (strong),ADV_IND,
,3433,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:17.899747 PM",-42.000 dBm (medium),ADV_IND,
,3434,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.253635",="13-Nov-17 5:22:19.153382 PM",-37.000 dBm (medium),ADV_IND,
,3435,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:22:19.153884 PM",-44.000 dBm (medium),SCAN_REQ,
,3436,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:22:19.154210 PM",-37.000 dBm (medium),SCAN_RSP,
,3437,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:22:19.154482 PM",-35.000 dBm (strong),ADV_IND,
,3438,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:19.155178 PM",-42.000 dBm (medium),ADV_IND,
,3439,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.246933",="13-Nov-17 5:22:20.402112 PM",-37.000 dBm (medium),ADV_IND,
,3440,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:20.402809 PM",-35.000 dBm (strong),ADV_IND,
,3441,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:22:20.403312 PM",-38.000 dBm (medium),SCAN_REQ,
,3442,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000325",="13-Nov-17 5:22:20.403637 PM",-35.000 dBm (strong),SCAN_RSP,
,3443,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:22:20.403908 PM",-42.000 dBm (medium),ADV_IND,
,3444,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.233983",="13-Nov-17 5:22:21.637891 PM",-36.000 dBm (strong),ADV_IND,
,3445,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:21.638588 PM",-35.000 dBm (strong),ADV_IND,
,3446,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:22:21.639090 PM",-38.000 dBm (medium),SCAN_REQ,
,3447,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:22:21.639416 PM",-35.000 dBm (strong),SCAN_RSP,
,3448,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:22:21.639687 PM",-42.000 dBm (medium),ADV_IND,
,3449,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.245833",="13-Nov-17 5:22:22.885520 PM",-37.000 dBm (medium),ADV_IND,
,3450,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:22:22.886022 PM",-44.000 dBm (medium),SCAN_REQ,
,3451,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:22:22.886348 PM",-37.000 dBm (medium),SCAN_RSP,
,3452,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:22:22.886619 PM",-35.000 dBm (strong),ADV_IND,
,3453,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:22.887316 PM",-42.000 dBm (medium),ADV_IND,
,3454,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.246811",="13-Nov-17 5:22:24.134127 PM",-36.000 dBm (strong),ADV_IND,
,3455,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:22:24.134630 PM",-44.000 dBm (medium),SCAN_REQ,
,3456,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:22:24.134956 PM",-37.000 dBm (medium),SCAN_RSP,
,3457,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:22:24.135228 PM",-35.000 dBm (strong),ADV_IND,
,3458,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:24.135924 PM",-42.000 dBm (medium),ADV_IND,
,3459,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.250849",="13-Nov-17 5:22:25.386774 PM",-36.000 dBm (strong),ADV_IND,
,3460,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:25.387471 PM",-35.000 dBm (strong),ADV_IND,
,3461,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:22:25.387973 PM",-38.000 dBm (medium),SCAN_REQ,
,3462,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:22:25.388299 PM",-35.000 dBm (strong),SCAN_RSP,
,3463,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:22:25.388570 PM",-42.000 dBm (medium),ADV_IND,
,3464,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.234644",="13-Nov-17 5:22:26.623214 PM",-36.000 dBm (strong),ADV_IND,
,3465,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:26.623911 PM",-35.000 dBm (strong),ADV_IND,
,3466,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:22:26.624413 PM",-38.000 dBm (medium),SCAN_REQ,
,3467,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:22:26.624739 PM",-35.000 dBm (strong),SCAN_RSP,
,3468,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:22:26.625010 PM",-42.000 dBm (medium),ADV_IND,
,3469,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.242133",="13-Nov-17 5:22:27.867143 PM",-37.000 dBm (medium),ADV_IND,
,3470,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:27.867840 PM",-35.000 dBm (strong),ADV_IND,
,3471,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:22:27.868343 PM",-38.000 dBm (medium),SCAN_REQ,
,3472,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000325",="13-Nov-17 5:22:27.868668 PM",-35.000 dBm (strong),SCAN_RSP,
,3473,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:22:27.868939 PM",-42.000 dBm (medium),ADV_IND,
,3474,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.255983",="13-Nov-17 5:22:29.124922 PM",-37.000 dBm (medium),ADV_IND,
,3475,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:22:29.125424 PM",-44.000 dBm (medium),SCAN_REQ,
,3476,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:22:29.125750 PM",-37.000 dBm (medium),SCAN_RSP,
,3477,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:22:29.126022 PM",-35.000 dBm (strong),ADV_IND,
,3478,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:29.126718 PM",-42.000 dBm (medium),ADV_IND,
,3479,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.229383",="13-Nov-17 5:22:30.356102 PM",-36.000 dBm (strong),ADV_IND,
,3480,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:30.356799 PM",-35.000 dBm (strong),ADV_IND,
,3481,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:22:30.357302 PM",-38.000 dBm (medium),SCAN_REQ,
,3482,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000325",="13-Nov-17 5:22:30.357627 PM",-35.000 dBm (strong),SCAN_RSP,
,3483,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:22:30.357898 PM",-42.000 dBm (medium),ADV_IND,
,3484,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.242833",="13-Nov-17 5:22:31.600731 PM",-36.000 dBm (strong),ADV_IND,
,3485,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:31.601428 PM",-35.000 dBm (strong),ADV_IND,
,3486,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:22:31.601930 PM",-38.000 dBm (medium),SCAN_REQ,
,3487,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:22:31.602256 PM",-35.000 dBm (strong),SCAN_RSP,
,3488,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:22:31.602527 PM",-42.000 dBm (medium),ADV_IND,
,3489,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.246111",="13-Nov-17 5:22:32.848638 PM",-36.000 dBm (strong),ADV_IND,
,3490,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:32.849335 PM",-35.000 dBm (strong),ADV_IND,
,3491,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:22:32.849838 PM",-38.000 dBm (medium),SCAN_REQ,
,3492,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:22:32.850164 PM",-35.000 dBm (strong),SCAN_RSP,
,3493,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:22:32.850435 PM",-42.000 dBm (medium),ADV_IND,
,3494,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.243782",="13-Nov-17 5:22:34.094217 PM",-36.000 dBm (strong),ADV_IND,
,3495,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:34.094915 PM",-35.000 dBm (strong),ADV_IND,
,3496,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:22:34.095417 PM",-38.000 dBm (medium),SCAN_REQ,
,3497,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:22:34.095743 PM",-35.000 dBm (strong),SCAN_RSP,
,3498,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:22:34.096013 PM",-42.000 dBm (medium),ADV_IND,
,3499,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.249333",="13-Nov-17 5:22:35.345347 PM",-36.000 dBm (strong),ADV_IND,
,3500,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:35.346044 PM",-35.000 dBm (strong),ADV_IND,
,3501,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:35.346741 PM",-42.000 dBm (medium),ADV_IND,
,3502,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.247485",="13-Nov-17 5:22:36.594226 PM",-36.000 dBm (strong),ADV_IND,
,3503,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:22:36.594729 PM",-44.000 dBm (medium),SCAN_REQ,
,3504,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000325",="13-Nov-17 5:22:36.595054 PM",-37.000 dBm (medium),SCAN_RSP,
,3505,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:22:36.595325 PM",-35.000 dBm (strong),ADV_IND,
,3506,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:36.596022 PM",-42.000 dBm (medium),ADV_IND,
,3507,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.234233",="13-Nov-17 5:22:37.830255 PM",-36.000 dBm (strong),ADV_IND,
,3508,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:22:37.830758 PM",-44.000 dBm (medium),SCAN_REQ,
,3509,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:22:37.831083 PM",-37.000 dBm (medium),SCAN_RSP,
,3510,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:22:37.831354 PM",-35.000 dBm (strong),ADV_IND,
,3511,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:37.832051 PM",-42.000 dBm (medium),ADV_IND,
,3512,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.245683",="13-Nov-17 5:22:39.077734 PM",-37.000 dBm (medium),ADV_IND,
,3513,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:22:39.078236 PM",-44.000 dBm (medium),SCAN_REQ,
,3514,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:22:39.078562 PM",-37.000 dBm (medium),SCAN_RSP,
,3515,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:22:39.078834 PM",-35.000 dBm (strong),ADV_IND,
,3516,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:39.079530 PM",-42.000 dBm (medium),ADV_IND,
,3517,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.246483",="13-Nov-17 5:22:40.326014 PM",-36.000 dBm (strong),ADV_IND,
,3518,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:40.326711 PM",-35.000 dBm (strong),ADV_IND,
,3519,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:22:40.327213 PM",-38.000 dBm (medium),SCAN_REQ,
,3520,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:22:40.327539 PM",-35.000 dBm (strong),SCAN_RSP,
,3521,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:22:40.327810 PM",-42.000 dBm (medium),ADV_IND,
,3522,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.242033",="13-Nov-17 5:22:41.569843 PM",-36.000 dBm (strong),ADV_IND,
,3523,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:41.570540 PM",-35.000 dBm (strong),ADV_IND,
,3524,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:22:41.571042 PM",-38.000 dBm (medium),SCAN_REQ,
,3525,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:22:41.571368 PM",-35.000 dBm (strong),SCAN_RSP,
,3526,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:22:41.571639 PM",-42.000 dBm (medium),ADV_IND,
,3527,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.246133",="13-Nov-17 5:22:42.817772 PM",-36.000 dBm (strong),ADV_IND,
,3528,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:22:42.818275 PM",-44.000 dBm (medium),SCAN_REQ,
,3529,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:22:42.818601 PM",-37.000 dBm (medium),SCAN_RSP,
,3530,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:22:42.818872 PM",-35.000 dBm (strong),ADV_IND,
,3531,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:42.819569 PM",-42.000 dBm (medium),ADV_IND,
,3532,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.247010",="13-Nov-17 5:22:44.066579 PM",-37.000 dBm (medium),ADV_IND,
,3533,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:44.067277 PM",-35.000 dBm (strong),ADV_IND,
,3534,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:44.067973 PM",-42.000 dBm (medium),ADV_IND,
,3535,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.236085",="13-Nov-17 5:22:45.304059 PM",-36.000 dBm (strong),ADV_IND,
,3536,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:22:45.304756 PM",-35.000 dBm (strong),ADV_IND,
,3537,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:22:45.305258 PM",-38.000 dBm (medium),SCAN_REQ,
