Bookmark,Frame#,CP#,RF Chan,Chan,Event Status,Decryption Initiated,DS,PHY,Len,Frame Size,Delta,Timestamp,RSSI,+PDU Type (LE ADV),
,1,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,="",="13-Nov-17 5:07:29.988065 PM",-37.000 dBm (medium),ADV_IND,
,2,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:29.988763 PM",-35.000 dBm (strong),ADV_IND,
,3,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:07:29.989265 PM",-38.000 dBm (medium),SCAN_REQ,
,4,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:07:29.989592 PM",-35.000 dBm (strong),SCAN_RSP,
,5,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:07:29.989862 PM",-43.000 dBm (medium),ADV_IND,
,6,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.246285",="13-Nov-17 5:07:31.236147 PM",-37.000 dBm (medium),ADV_IND,
,7,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:31.236844 PM",-35.000 dBm (strong),ADV_IND,
,8,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:07:31.237347 PM",-38.000 dBm (medium),SCAN_REQ,
,9,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000325",="13-Nov-17 5:07:31.237672 PM",-35.000 dBm (strong),SCAN_RSP,
,10,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:07:31.237943 PM",-43.000 dBm (medium),ADV_IND,
,11,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.243887",="13-Nov-17 5:07:32.481830 PM",-37.000 dBm (medium),ADV_IND,
,12,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:07:32.482332 PM",-44.000 dBm (medium),SCAN_REQ,
,13,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:07:32.482658 PM",-37.000 dBm (medium),SCAN_RSP,
,14,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:07:32.482929 PM",-35.000 dBm (strong),ADV_IND,
,15,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:32.483626 PM",-42.000 dBm (medium),ADV_IND,
,16,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.251085",="13-Nov-17 5:07:33.734711 PM",-37.000 dBm (medium),ADV_IND,
,17,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:07:33.735213 PM",-44.000 dBm (medium),SCAN_REQ,
,18,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:07:33.735539 PM",-37.000 dBm (medium),SCAN_RSP,
,19,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:07:33.735810 PM",-35.000 dBm (strong),ADV_IND,
,20,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:33.736507 PM",-43.000 dBm (medium),ADV_IND,
,21,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.240987",="13-Nov-17 5:07:34.977493 PM",-37.000 dBm (medium),ADV_IND,
,22,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:34.978191 PM",-35.000 dBm (strong),ADV_IND,
,23,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:07:34.978693 PM",-38.000 dBm (medium),SCAN_REQ,
,24,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:07:34.979019 PM",-35.000 dBm (strong),SCAN_RSP,
,25,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:07:34.979289 PM",-43.000 dBm (medium),ADV_IND,
,26,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.239336",="13-Nov-17 5:07:36.218625 PM",-37.000 dBm (medium),ADV_IND,
,27,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:36.219322 PM",-35.000 dBm (strong),ADV_IND,
,28,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:07:36.219825 PM",-38.000 dBm (medium),SCAN_REQ,
,29,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:07:36.220150 PM",-35.000 dBm (strong),SCAN_RSP,
,30,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:07:36.220421 PM",-43.000 dBm (medium),ADV_IND,
,31,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.233478",="13-Nov-17 5:07:37.453899 PM",-37.000 dBm (medium),ADV_IND,
,32,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:37.454596 PM",-35.000 dBm (strong),ADV_IND,
,33,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:07:37.455098 PM",-38.000 dBm (medium),SCAN_REQ,
,34,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:07:37.455424 PM",-36.000 dBm (strong),SCAN_RSP,
,35,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:07:37.455695 PM",-43.000 dBm (medium),ADV_IND,
,36,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.249143",="13-Nov-17 5:07:38.704838 PM",-37.000 dBm (medium),ADV_IND,
,37,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:07:38.705340 PM",-45.000 dBm (medium),SCAN_REQ,
,38,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:07:38.705666 PM",-37.000 dBm (medium),SCAN_RSP,
,39,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:07:38.705937 PM",-35.000 dBm (strong),ADV_IND,
,40,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:38.706634 PM",-42.000 dBm (medium),ADV_IND,
,41,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.233587",="13-Nov-17 5:07:39.940220 PM",-37.000 dBm (medium),ADV_IND,
,42,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:39.940918 PM",-35.000 dBm (strong),ADV_IND,
,43,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:07:39.941420 PM",-38.000 dBm (medium),SCAN_REQ,
,44,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:07:39.941746 PM",-35.000 dBm (strong),SCAN_RSP,
,45,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:07:39.942016 PM",-43.000 dBm (medium),ADV_IND,
,46,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.249485",="13-Nov-17 5:07:41.191501 PM",-37.000 dBm (medium),ADV_IND,
,47,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:41.192198 PM",-36.000 dBm (strong),ADV_IND,
,48,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:07:41.192701 PM",-44.000 dBm (medium),SCAN_REQ,
,49,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:07:41.193026 PM",-36.000 dBm (strong),SCAN_RSP,
,50,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:07:41.193297 PM",-42.000 dBm (medium),ADV_IND,
,51,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.243487",="13-Nov-17 5:07:42.436784 PM",-36.000 dBm (strong),ADV_IND,
,52,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:42.437481 PM",-35.000 dBm (strong),ADV_IND,
,53,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:07:42.437984 PM",-38.000 dBm (medium),SCAN_REQ,
,54,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:07:42.438309 PM",-36.000 dBm (strong),SCAN_RSP,
,55,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:07:42.438580 PM",-43.000 dBm (medium),ADV_IND,
,56,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.246585",="13-Nov-17 5:07:43.685165 PM",-36.000 dBm (strong),ADV_IND,
,57,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:43.685862 PM",-35.000 dBm (strong),ADV_IND,
,58,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:07:43.686364 PM",-39.000 dBm (medium),SCAN_REQ,
,59,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:07:43.686690 PM",-35.000 dBm (strong),SCAN_RSP,
,60,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:07:43.686961 PM",-43.000 dBm (medium),ADV_IND,
,61,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.233814",="13-Nov-17 5:07:44.920774 PM",-37.000 dBm (medium),ADV_IND,
,62,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:44.921472 PM",-35.000 dBm (strong),ADV_IND,
,63,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:44.922168 PM",-43.000 dBm (medium),ADV_IND,
,64,1,    39 ,  39 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:07:44.922671 PM",-41.000 dBm (medium),SCAN_REQ,
,65,1,    39 ,  39 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:07:44.922996 PM",-42.000 dBm (medium),SCAN_RSP,
,66,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.244332",="13-Nov-17 5:07:46.167328 PM",-37.000 dBm (medium),ADV_IND,
,67,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:46.168025 PM",-36.000 dBm (strong),ADV_IND,
,68,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:46.168722 PM",-42.000 dBm (medium),ADV_IND,
,69,1,    39 ,  39 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:07:46.169224 PM",-41.000 dBm (medium),SCAN_REQ,
,70,1,    39 ,  39 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:07:46.169550 PM",-42.000 dBm (medium),SCAN_RSP,
,71,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.250410",="13-Nov-17 5:07:47.419960 PM",-37.000 dBm (medium),ADV_IND,
,72,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:47.420657 PM",-36.000 dBm (strong),ADV_IND,
,73,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:47.421354 PM",-43.000 dBm (medium),ADV_IND,
,74,1,    39 ,  39 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:07:47.421856 PM",-41.000 dBm (medium),SCAN_REQ,
,75,1,    39 ,  39 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:07:47.422182 PM",-42.000 dBm (medium),SCAN_RSP,
,76,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.239661",="13-Nov-17 5:07:48.661843 PM",-37.000 dBm (medium),ADV_IND,
,77,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:48.662540 PM",-36.000 dBm (strong),ADV_IND,
,78,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:48.663237 PM",-43.000 dBm (medium),ADV_IND,
,79,1,    39 ,  39 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:07:48.663739 PM",-42.000 dBm (medium),SCAN_REQ,
,80,1,    39 ,  39 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:07:48.664065 PM",-42.000 dBm (medium),SCAN_RSP,
,81,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.249459",="13-Nov-17 5:07:49.913523 PM",-37.000 dBm (medium),ADV_IND,
,82,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:49.914221 PM",-36.000 dBm (strong),ADV_IND,
,83,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:07:49.914723 PM",-42.000 dBm (medium),SCAN_REQ,
,84,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:07:49.915049 PM",-36.000 dBm (strong),SCAN_RSP,
,85,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:07:49.915319 PM",-42.000 dBm (medium),ADV_IND,
,86,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.242987",="13-Nov-17 5:07:51.158306 PM",-37.000 dBm (medium),ADV_IND,
,87,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:51.159003 PM",-36.000 dBm (strong),ADV_IND,
,88,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:07:51.159506 PM",-39.000 dBm (medium),SCAN_REQ,
,89,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:07:51.159831 PM",-36.000 dBm (strong),SCAN_RSP,
,90,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:07:51.160102 PM",-42.000 dBm (medium),ADV_IND,
,91,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.246935",="13-Nov-17 5:07:52.407037 PM",-37.000 dBm (medium),ADV_IND,
,92,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:52.407734 PM",-36.000 dBm (strong),ADV_IND,
,93,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:52.408431 PM",-42.000 dBm (medium),ADV_IND,
,94,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.247638",="13-Nov-17 5:07:53.656068 PM",-37.000 dBm (medium),ADV_IND,
,95,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:53.656766 PM",-36.000 dBm (strong),ADV_IND,
,96,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:07:53.657268 PM",-38.000 dBm (medium),SCAN_REQ,
,97,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000194",="13-Nov-17 5:07:53.657462 PM",-42.000 dBm (medium),ADV_IND,
,98,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.247938",="13-Nov-17 5:07:54.905400 PM",-37.000 dBm (medium),ADV_IND,
,99,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:54.906097 PM",-35.000 dBm (strong),ADV_IND,
,100,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:54.906794 PM",-42.000 dBm (medium),ADV_IND,
,101,1,    39 ,  39 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:07:54.907296 PM",-40.000 dBm (medium),SCAN_REQ,
,102,1,    39 ,  39 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:07:54.907622 PM",-42.000 dBm (medium),SCAN_RSP,
,103,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.236088",="13-Nov-17 5:07:56.143710 PM",-37.000 dBm (medium),ADV_IND,
,104,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:56.144407 PM",-35.000 dBm (strong),ADV_IND,
,105,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:56.145104 PM",-42.000 dBm (medium),ADV_IND,
,106,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.256661",="13-Nov-17 5:07:57.401765 PM",-37.000 dBm (medium),ADV_IND,
,107,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:07:57.402267 PM",-44.000 dBm (medium),SCAN_REQ,
,108,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:07:57.402593 PM",-37.000 dBm (medium),SCAN_RSP,
,109,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:07:57.402864 PM",-35.000 dBm (strong),ADV_IND,
,110,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:57.403561 PM",-42.000 dBm (medium),ADV_IND,
,111,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.240364",="13-Nov-17 5:07:58.643924 PM",-37.000 dBm (medium),ADV_IND,
,112,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:07:58.644427 PM",-45.000 dBm (medium),SCAN_REQ,
,113,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:07:58.644752 PM",-37.000 dBm (medium),SCAN_RSP,
,114,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:07:58.645024 PM",-35.000 dBm (strong),ADV_IND,
,115,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:58.645720 PM",-43.000 dBm (medium),ADV_IND,
,116,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.241325",="13-Nov-17 5:07:59.887045 PM",-37.000 dBm (medium),ADV_IND,
,117,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:59.887742 PM",-35.000 dBm (strong),ADV_IND,
,118,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:07:59.888439 PM",-43.000 dBm (medium),ADV_IND,
,119,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.238631",="13-Nov-17 5:08:01.127070 PM",-37.000 dBm (medium),ADV_IND,
,120,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:01.127767 PM",-35.000 dBm (strong),ADV_IND,
,121,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:08:01.128269 PM",-38.000 dBm (medium),SCAN_REQ,
,122,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:01.128595 PM",-35.000 dBm (strong),SCAN_RSP,
,123,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:01.128866 PM",-43.000 dBm (medium),ADV_IND,
,124,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.242794",="13-Nov-17 5:08:02.371659 PM",-37.000 dBm (medium),ADV_IND,
,125,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:08:02.372162 PM",-44.000 dBm (medium),SCAN_REQ,
,126,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:02.372487 PM",-37.000 dBm (medium),SCAN_RSP,
,127,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:02.372759 PM",-35.000 dBm (strong),ADV_IND,
,128,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:02.373455 PM",-43.000 dBm (medium),ADV_IND,
,129,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.240233",="13-Nov-17 5:08:03.613688 PM",-37.000 dBm (medium),ADV_IND,
,130,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:08:03.614190 PM",-42.000 dBm (medium),SCAN_REQ,
,131,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:03.614516 PM",-37.000 dBm (medium),SCAN_RSP,
,132,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:03.614787 PM",-35.000 dBm (strong),ADV_IND,
,133,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:03.615484 PM",-43.000 dBm (medium),ADV_IND,
,134,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.255633",="13-Nov-17 5:08:04.871117 PM",-37.000 dBm (medium),ADV_IND,
,135,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:04.871814 PM",-35.000 dBm (strong),ADV_IND,
,136,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:04.872511 PM",-43.000 dBm (medium),ADV_IND,
,137,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.239213",="13-Nov-17 5:08:06.111723 PM",-37.000 dBm (medium),ADV_IND,
,138,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:06.112421 PM",-35.000 dBm (strong),ADV_IND,
,139,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:08:06.112923 PM",-38.000 dBm (medium),SCAN_REQ,
,140,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:06.113249 PM",-35.000 dBm (strong),SCAN_RSP,
,141,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:06.113519 PM",-43.000 dBm (medium),ADV_IND,
,142,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.247060",="13-Nov-17 5:08:07.360579 PM",-37.000 dBm (medium),ADV_IND,
,143,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:07.361276 PM",-35.000 dBm (strong),ADV_IND,
,144,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:07.361973 PM",-43.000 dBm (medium),ADV_IND,
,145,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.243058",="13-Nov-17 5:08:08.605031 PM",-37.000 dBm (medium),ADV_IND,
,146,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:08.605728 PM",-35.000 dBm (strong),ADV_IND,
,147,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:08:08.606231 PM",-38.000 dBm (medium),SCAN_REQ,
,148,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000325",="13-Nov-17 5:08:08.606556 PM",-36.000 dBm (strong),SCAN_RSP,
,149,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:08.606827 PM",-43.000 dBm (medium),ADV_IND,
,150,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.238683",="13-Nov-17 5:08:09.845510 PM",-37.000 dBm (medium),ADV_IND,
,151,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:09.846207 PM",-35.000 dBm (strong),ADV_IND,
,152,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:08:09.846709 PM",-38.000 dBm (medium),SCAN_REQ,
,153,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:09.847035 PM",-36.000 dBm (strong),SCAN_RSP,
,154,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:09.847306 PM",-43.000 dBm (medium),ADV_IND,
,155,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.244183",="13-Nov-17 5:08:11.091488 PM",-37.000 dBm (medium),ADV_IND,
,156,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:11.092185 PM",-36.000 dBm (strong),ADV_IND,
,157,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:08:11.092687 PM",-38.000 dBm (medium),SCAN_REQ,
,158,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:08:11.093013 PM",-36.000 dBm (strong),SCAN_RSP,
,159,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:08:11.093284 PM",-43.000 dBm (medium),ADV_IND,
,160,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.240933",="13-Nov-17 5:08:12.334217 PM",-37.000 dBm (medium),ADV_IND,
,161,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:08:12.334914 PM",-35.000 dBm (strong),ADV_IND,
,162,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:08:12.335417 PM",-38.000 dBm (medium),SCAN_REQ,
