Chan,Timestamp,RSSI
39,13-Nov-17 5:09:50.721712 PM,-43
37,13-Nov-17 5:09:51.955146 PM,-37
37,13-Nov-17 5:09:51.955649 PM,-44
37,13-Nov-17 5:09:51.955975 PM,-37
38,13-Nov-17 5:09:51.956247 PM,-36
39,13-Nov-17 5:09:51.956943 PM,-43
37,13-Nov-17 5:09:53.200125 PM,-37
37,13-Nov-17 5:09:53.200627 PM,-44
37,13-Nov-17 5:09:53.200953 PM,-37
38,13-Nov-17 5:09:53.201224 PM,-36
39,13-Nov-17 5:09:53.201921 PM,-43
37,13-Nov-17 5:09:54.443103 PM,-37
38,13-Nov-17 5:09:54.443801 PM,-35
38,13-Nov-17 5:09:54.444303 PM,-38
38,13-Nov-17 5:09:54.444629 PM,-36
39,13-Nov-17 5:09:54.444899 PM,-43
37,13-Nov-17 5:09:55.696332 PM,-37
38,13-Nov-17 5:09:55.697029 PM,-35
38,13-Nov-17 5:09:55.697532 PM,-38
38,13-Nov-17 5:09:55.697857 PM,-35
39,13-Nov-17 5:09:55.698128 PM,-43
37,13-Nov-17 5:09:56.944811 PM,-37
37,13-Nov-17 5:09:56.945313 PM,-44
37,13-Nov-17 5:09:56.945639 PM,-37
38,13-Nov-17 5:09:56.945910 PM,-35
39,13-Nov-17 5:09:56.946607 PM,-43
37,13-Nov-17 5:09:58.184289 PM,-37
37,13-Nov-17 5:09:58.184792 PM,-44
37,13-Nov-17 5:09:58.185117 PM,-37
38,13-Nov-17 5:09:58.185388 PM,-35
39,13-Nov-17 5:09:58.186085 PM,-43
37,13-Nov-17 5:09:59.436118 PM,-37
38,13-Nov-17 5:09:59.436815 PM,-35
38,13-Nov-17 5:09:59.437317 PM,-38
38,13-Nov-17 5:09:59.437643 PM,-35
39,13-Nov-17 5:09:59.437914 PM,-43
39,13-Nov-17 5:09:59.438417 PM,-85
39,13-Nov-17 5:09:59.438743 PM,-42
37,13-Nov-17 5:10:00.683046 PM,-37
38,13-Nov-17 5:10:00.683744 PM,-35
38,13-Nov-17 5:10:00.684246 PM,-38
38,13-Nov-17 5:10:00.684573 PM,-35
39,13-Nov-17 5:10:00.684843 PM,-43
37,13-Nov-17 5:10:01.926825 PM,-37
38,13-Nov-17 5:10:01.927522 PM,-35
39,13-Nov-17 5:10:01.928219 PM,-43
37,13-Nov-17 5:10:03.174403 PM,-37
37,13-Nov-17 5:10:03.174906 PM,-42
37,13-Nov-17 5:10:03.175231 PM,-37
38,13-Nov-17 5:10:03.175503 PM,-35
39,13-Nov-17 5:10:03.176199 PM,-43
37,13-Nov-17 5:10:04.410710 PM,-36
38,13-Nov-17 5:10:04.411407 PM,-35
38,13-Nov-17 5:10:04.411910 PM,-38
38,13-Nov-17 5:10:04.412235 PM,-35
39,13-Nov-17 5:10:04.412506 PM,-43
37,13-Nov-17 5:10:05.655588 PM,-37
38,13-Nov-17 5:10:05.656286 PM,-35
38,13-Nov-17 5:10:05.656789 PM,-38
38,13-Nov-17 5:10:05.657115 PM,-35
39,13-Nov-17 5:10:05.657385 PM,-43
37,13-Nov-17 5:10:06.908917 PM,-37
38,13-Nov-17 5:10:06.909614 PM,-35
38,13-Nov-17 5:10:06.910117 PM,-38
38,13-Nov-17 5:10:06.910442 PM,-35
39,13-Nov-17 5:10:06.910713 PM,-43
37,13-Nov-17 5:10:08.148996 PM,-37
38,13-Nov-17 5:10:08.149693 PM,-35
38,13-Nov-17 5:10:08.150195 PM,-38
38,13-Nov-17 5:10:08.150521 PM,-35
39,13-Nov-17 5:10:08.150792 PM,-43
37,13-Nov-17 5:10:09.400974 PM,-37
38,13-Nov-17 5:10:09.401671 PM,-35
39,13-Nov-17 5:10:09.402368 PM,-43
39,13-Nov-17 5:10:09.402871 PM,-40
39,13-Nov-17 5:10:09.403197 PM,-42
37,13-Nov-17 5:10:10.644103 PM,-37
38,13-Nov-17 5:10:10.644800 PM,-35
39,13-Nov-17 5:10:10.645497 PM,-43
37,13-Nov-17 5:10:11.885281 PM,-37
37,13-Nov-17 5:10:11.885784 PM,-44
37,13-Nov-17 5:10:11.886109 PM,-37
38,13-Nov-17 5:10:11.886380 PM,-35
39,13-Nov-17 5:10:11.887077 PM,-43
37,13-Nov-17 5:10:13.130288 PM,-36
37,13-Nov-17 5:10:13.130791 PM,-44
37,13-Nov-17 5:10:13.131117 PM,-37
38,13-Nov-17 5:10:13.131388 PM,-35
39,13-Nov-17 5:10:13.132085 PM,-43
37,13-Nov-17 5:10:14.380766 PM,-37
38,13-Nov-17 5:10:14.381464 PM,-35
39,13-Nov-17 5:10:14.382160 PM,-42
37,13-Nov-17 5:10:15.619945 PM,-37
38,13-Nov-17 5:10:15.620642 PM,-35
39,13-Nov-17 5:10:15.621339 PM,-43
37,13-Nov-17 5:10:16.868723 PM,-37
37,13-Nov-17 5:10:16.869226 PM,-44
37,13-Nov-17 5:10:16.869551 PM,-37
38,13-Nov-17 5:10:16.869823 PM,-35
39,13-Nov-17 5:10:16.870519 PM,-43
37,13-Nov-17 5:10:18.113102 PM,-36
37,13-Nov-17 5:10:18.113605 PM,-44
37,13-Nov-17 5:10:18.113930 PM,-37
38,13-Nov-17 5:10:18.114201 PM,-35
39,13-Nov-17 5:10:18.114898 PM,-42
37,13-Nov-17 5:10:19.362531 PM,-37
38,13-Nov-17 5:10:19.363228 PM,-35
38,13-Nov-17 5:10:19.363730 PM,-38
38,13-Nov-17 5:10:19.364056 PM,-35
39,13-Nov-17 5:10:19.364327 PM,-43
37,13-Nov-17 5:10:20.600959 PM,-36
38,13-Nov-17 5:10:20.601656 PM,-35
38,13-Nov-17 5:10:20.602159 PM,-38
38,13-Nov-17 5:10:20.602485 PM,-35
39,13-Nov-17 5:10:20.602756 PM,-43
37,13-Nov-17 5:10:21.853166 PM,-37
38,13-Nov-17 5:10:21.853863 PM,-35
38,13-Nov-17 5:10:21.854365 PM,-38
38,13-Nov-17 5:10:21.854691 PM,-35
39,13-Nov-17 5:10:21.854962 PM,-43
37,13-Nov-17 5:10:23.107244 PM,-36
37,13-Nov-17 5:10:23.107747 PM,-44
37,13-Nov-17 5:10:23.108072 PM,-37
38,13-Nov-17 5:10:23.108343 PM,-35
39,13-Nov-17 5:10:23.109040 PM,-42
37,13-Nov-17 5:10:24.345601 PM,-37
38,13-Nov-17 5:10:24.346298 PM,-35
38,13-Nov-17 5:10:24.346801 PM,-38
38,13-Nov-17 5:10:24.347126 PM,-35
39,13-Nov-17 5:10:24.347397 PM,-42
37,13-Nov-17 5:10:25.593179 PM,-37
38,13-Nov-17 5:10:25.593877 PM,-35
38,13-Nov-17 5:10:25.594379 PM,-38
38,13-Nov-17 5:10:25.594705 PM,-35
39,13-Nov-17 5:10:25.594975 PM,-42
37,13-Nov-17 5:10:26.835558 PM,-36
38,13-Nov-17 5:10:26.836255 PM,-35
39,13-Nov-17 5:10:26.836952 PM,-42
37,13-Nov-17 5:10:28.086136 PM,-37
38,13-Nov-17 5:10:28.086834 PM,-35
38,13-Nov-17 5:10:28.087336 PM,-38
38,13-Nov-17 5:10:28.087662 PM,-35
39,13-Nov-17 5:10:28.087932 PM,-43
37,13-Nov-17 5:10:29.331215 PM,-37
38,13-Nov-17 5:10:29.331912 PM,-35
39,13-Nov-17 5:10:29.332609 PM,-43
39,13-Nov-17 5:10:29.333111 PM,-40
39,13-Nov-17 5:10:29.333437 PM,-42
37,13-Nov-17 5:10:30.571093 PM,-36
37,13-Nov-17 5:10:30.571596 PM,-44
37,13-Nov-17 5:10:30.571921 PM,-37
38,13-Nov-17 5:10:30.572193 PM,-35
39,13-Nov-17 5:10:30.572889 PM,-42
37,13-Nov-17 5:10:31.828272 PM,-37
38,13-Nov-17 5:10:31.828969 PM,-35
39,13-Nov-17 5:10:31.829666 PM,-43
37,13-Nov-17 5:10:33.066029 PM,-37
37,13-Nov-17 5:10:33.066531 PM,-42
37,13-Nov-17 5:10:33.066857 PM,-37
38,13-Nov-17 5:10:33.067128 PM,-35
39,13-Nov-17 5:10:33.067825 PM,-43
37,13-Nov-17 5:10:34.311808 PM,-37
38,13-Nov-17 5:10:34.312505 PM,-35
38,13-Nov-17 5:10:34.313008 PM,-38
38,13-Nov-17 5:10:34.313333 PM,-35
39,13-Nov-17 5:10:34.313604 PM,-43
37,13-Nov-17 5:10:35.558036 PM,-36
38,13-Nov-17 5:10:35.558733 PM,-35
38,13-Nov-17 5:10:35.559236 PM,-38
38,13-Nov-17 5:10:35.559561 PM,-35
39,13-Nov-17 5:10:35.559832 PM,-43
37,13-Nov-17 5:10:36.808864 PM,-36
37,13-Nov-17 5:10:36.809366 PM,-44
37,13-Nov-17 5:10:36.809692 PM,-37
38,13-Nov-17 5:10:36.809963 PM,-35
39,13-Nov-17 5:10:36.810660 PM,-43
37,13-Nov-17 5:10:38.062593 PM,-36
38,13-Nov-17 5:10:38.063290 PM,-35
39,13-Nov-17 5:10:38.063987 PM,-43
37,13-Nov-17 5:10:39.301971 PM,-36
38,13-Nov-17 5:10:39.302668 PM,-35
38,13-Nov-17 5:10:39.303171 PM,-38
38,13-Nov-17 5:10:39.303496 PM,-35
39,13-Nov-17 5:10:39.303767 PM,-42
37,13-Nov-17 5:10:40.554800 PM,-37
38,13-Nov-17 5:10:40.555497 PM,-35
38,13-Nov-17 5:10:40.556000 PM,-38
38,13-Nov-17 5:10:40.556325 PM,-35
39,13-Nov-17 5:10:40.556596 PM,-43
37,13-Nov-17 5:10:41.793178 PM,-37
38,13-Nov-17 5:10:41.793876 PM,-35
38,13-Nov-17 5:10:41.794378 PM,-38
38,13-Nov-17 5:10:41.794704 PM,-35
39,13-Nov-17 5:10:41.794974 PM,-43
37,13-Nov-17 5:10:43.042507 PM,-36
38,13-Nov-17 5:10:43.043204 PM,-35
38,13-Nov-17 5:10:43.043707 PM,-38
38,13-Nov-17 5:10:43.044032 PM,-35
39,13-Nov-17 5:10:43.044303 PM,-42
37,13-Nov-17 5:10:44.284963 PM,-37
38,13-Nov-17 5:10:44.285661 PM,-35
38,13-Nov-17 5:10:44.286163 PM,-38
38,13-Nov-17 5:10:44.286489 PM,-35
39,13-Nov-17 5:10:44.286759 PM,-42
37,13-Nov-17 5:10:45.542470 PM,-36
38,13-Nov-17 5:10:45.543167 PM,-35
38,13-Nov-17 5:10:45.543669 PM,-38
38,13-Nov-17 5:10:45.543995 PM,-35
39,13-Nov-17 5:10:45.544266 PM,-43
37,13-Nov-17 5:10:46.779320 PM,-36
38,13-Nov-17 5:10:46.780018 PM,-35
38,13-Nov-17 5:10:46.780520 PM,-38
38,13-Nov-17 5:10:46.780846 PM,-35
39,13-Nov-17 5:10:46.781116 PM,-43
37,13-Nov-17 5:10:48.027799 PM,-37
38,13-Nov-17 5:10:48.028496 PM,-35
38,13-Nov-17 5:10:48.028998 PM,-38
38,13-Nov-17 5:10:48.029324 PM,-36
39,13-Nov-17 5:10:48.029595 PM,-43
37,13-Nov-17 5:10:49.264277 PM,-37
38,13-Nov-17 5:10:49.264975 PM,-36
39,13-Nov-17 5:10:49.265671 PM,-43
39,13-Nov-17 5:10:49.266174 PM,-40
39,13-Nov-17 5:10:49.266499 PM,-42
37,13-Nov-17 5:10:50.514606 PM,-37
37,13-Nov-17 5:10:50.515108 PM,-44
37,13-Nov-17 5:10:50.515434 PM,-37
38,13-Nov-17 5:10:50.515705 PM,-36
39,13-Nov-17 5:10:50.516402 PM,-43
37,13-Nov-17 5:10:51.755985 PM,-37
37,13-Nov-17 5:10:51.756487 PM,-44
37,13-Nov-17 5:10:51.756813 PM,-37
38,13-Nov-17 5:10:51.757084 PM,-35
39,13-Nov-17 5:10:51.757781 PM,-43
37,13-Nov-17 5:10:53.000841 PM,-37
37,13-Nov-17 5:10:53.001343 PM,-44
37,13-Nov-17 5:10:53.001669 PM,-37
38,13-Nov-17 5:10:53.001940 PM,-36
39,13-Nov-17 5:10:53.002637 PM,-43
37,13-Nov-17 5:10:54.247020 PM,-37
38,13-Nov-17 5:10:54.247717 PM,-35
38,13-Nov-17 5:10:54.248219 PM,-38
38,13-Nov-17 5:10:54.248545 PM,-36
39,13-Nov-17 5:10:54.248816 PM,-43
37,13-Nov-17 5:10:55.501948 PM,-37
38,13-Nov-17 5:10:55.502645 PM,-35
38,13-Nov-17 5:10:55.503148 PM,-38
38,13-Nov-17 5:10:55.503473 PM,-35
39,13-Nov-17 5:10:55.503744 PM,-43
37,13-Nov-17 5:10:56.746277 PM,-37
37,13-Nov-17 5:10:56.746779 PM,-44
37,13-Nov-17 5:10:56.747105 PM,-37
38,13-Nov-17 5:10:56.747376 PM,-35
39,13-Nov-17 5:10:56.748073 PM,-43
37,13-Nov-17 5:10:57.992805 PM,-37
37,13-Nov-17 5:10:57.993307 PM,-44
37,13-Nov-17 5:10:57.993633 PM,-37
38,13-Nov-17 5:10:57.993904 PM,-35
39,13-Nov-17 5:10:57.994601 PM,-43
37,13-Nov-17 5:10:59.238084 PM,-37
38,13-Nov-17 5:10:59.238781 PM,-35
39,13-Nov-17 5:10:59.239478 PM,-43
37,13-Nov-17 5:11:00.482212 PM,-37
38,13-Nov-17 5:11:00.482909 PM,-36
38,13-Nov-17 5:11:00.483412 PM,-38
38,13-Nov-17 5:11:00.483737 PM,-36
39,13-Nov-17 5:11:00.484008 PM,-43
37,13-Nov-17 5:11:01.735391 PM,-37
38,13-Nov-17 5:11:01.736088 PM,-36
38,13-Nov-17 5:11:01.736591 PM,-38
38,13-Nov-17 5:11:01.736916 PM,-36
39,13-Nov-17 5:11:01.737187 PM,-43
37,13-Nov-17 5:11:02.974197 PM,-37
38,13-Nov-17 5:11:02.974895 PM,-35
38,13-Nov-17 5:11:02.975397 PM,-36
38,13-Nov-17 5:11:02.975723 PM,-35
39,13-Nov-17 5:11:02.975993 PM,-43
37,13-Nov-17 5:11:04.232348 PM,-37
38,13-Nov-17 5:11:04.233045 PM,-35
38,13-Nov-17 5:11:04.233547 PM,-38
38,13-Nov-17 5:11:04.233873 PM,-35
39,13-Nov-17 5:11:04.234144 PM,-43
37,13-Nov-17 5:11:05.476554 PM,-37
38,13-Nov-17 5:11:05.477252 PM,-35
39,13-Nov-17 5:11:05.477948 PM,-43
37,13-Nov-17 5:11:06.712355 PM,-37
38,13-Nov-17 5:11:06.713052 PM,-34
39,13-Nov-17 5:11:06.713749 PM,-42
37,13-Nov-17 5:11:07.951483 PM,-37
38,13-Nov-17 5:11:07.952181 PM,-35
38,13-Nov-17 5:11:07.952683 PM,-38
38,13-Nov-17 5:11:07.953009 PM,-35
39,13-Nov-17 5:11:07.953279 PM,-43
37,13-Nov-17 5:11:09.200012 PM,-37
38,13-Nov-17 5:11:09.200709 PM,-35
39,13-Nov-17 5:11:09.201406 PM,-43
39,13-Nov-17 5:11:09.201909 PM,-39
39,13-Nov-17 5:11:09.202235 PM,-42
37,13-Nov-17 5:11:10.448940 PM,-37
37,13-Nov-17 5:11:10.449443 PM,-44
37,13-Nov-17 5:11:10.449768 PM,-37
38,13-Nov-17 5:11:10.450040 PM,-35
39,13-Nov-17 5:11:10.450736 PM,-43
37,13-Nov-17 5:11:11.689597 PM,-37
37,13-Nov-17 5:11:11.690100 PM,-44
37,13-Nov-17 5:11:11.690426 PM,-37
38,13-Nov-17 5:11:11.690697 PM,-35
39,13-Nov-17 5:11:11.691394 PM,-43
37,13-Nov-17 5:11:12.937698 PM,-36
37,13-Nov-17 5:11:12.938201 PM,-44
37,13-Nov-17 5:11:12.938526 PM,-37
38,13-Nov-17 5:11:12.938798 PM,-35
39,13-Nov-17 5:11:12.939494 PM,-42
37,13-Nov-17 5:11:14.175179 PM,-36
38,13-Nov-17 5:11:14.175876 PM,-35
38,13-Nov-17 5:11:14.176379 PM,-38
38,13-Nov-17 5:11:14.176704 PM,-35
39,13-Nov-17 5:11:14.176975 PM,-42
37,13-Nov-17 5:11:15.423107 PM,-37
38,13-Nov-17 5:11:15.423805 PM,-35
38,13-Nov-17 5:11:15.424307 PM,-38
38,13-Nov-17 5:11:15.424633 PM,-35
39,13-Nov-17 5:11:15.424903 PM,-42
37,13-Nov-17 5:11:16.666286 PM,-36
38,13-Nov-17 5:11:16.666983 PM,-35
38,13-Nov-17 5:11:16.667486 PM,-38
38,13-Nov-17 5:11:16.667811 PM,-35
39,13-Nov-17 5:11:16.668082 PM,-42
37,13-Nov-17 5:11:17.907114 PM,-36
37,13-Nov-17 5:11:17.907617 PM,-44
37,13-Nov-17 5:11:17.907942 PM,-37
38,13-Nov-17 5:11:17.908214 PM,-35
39,13-Nov-17 5:11:17.908910 PM,-42
37,13-Nov-17 5:11:19.158321 PM,-36
38,13-Nov-17 5:11:19.159018 PM,-35
39,13-Nov-17 5:11:19.159715 PM,-42
37,13-Nov-17 5:11:20.397499 PM,-37
38,13-Nov-17 5:11:20.398197 PM,-35
38,13-Nov-17 5:11:20.398700 PM,-38
38,13-Nov-17 5:11:20.399026 PM,-35
39,13-Nov-17 5:11:20.399296 PM,-42
37,13-Nov-17 5:11:21.639778 PM,-37
38,13-Nov-17 5:11:21.640475 PM,-35
38,13-Nov-17 5:11:21.640978 PM,-38
38,13-Nov-17 5:11:21.641303 PM,-35
39,13-Nov-17 5:11:21.641574 PM,-42
37,13-Nov-17 5:11:22.882556 PM,-36
38,13-Nov-17 5:11:22.883254 PM,-35
38,13-Nov-17 5:11:22.883756 PM,-38
38,13-Nov-17 5:11:22.884082 PM,-35
39,13-Nov-17 5:11:22.884352 PM,-42
37,13-Nov-17 5:11:24.121535 PM,-36
37,13-Nov-17 5:11:24.122038 PM,-44
37,13-Nov-17 5:11:24.122363 PM,-37
38,13-Nov-17 5:11:24.122634 PM,-35
39,13-Nov-17 5:11:24.123331 PM,-42
37,13-Nov-17 5:11:25.353291 PM,-36
38,13-Nov-17 5:11:25.353989 PM,-35
38,13-Nov-17 5:11:25.354491 PM,-38
38,13-Nov-17 5:11:25.354817 PM,-35
39,13-Nov-17 5:11:25.355087 PM,-42
37,13-Nov-17 5:11:26.608170 PM,-36
38,13-Nov-17 5:11:26.608867 PM,-35
38,13-Nov-17 5:11:26.609370 PM,-38
38,13-Nov-17 5:11:26.609695 PM,-35
39,13-Nov-17 5:11:26.609966 PM,-42
37,13-Nov-17 5:11:27.852098 PM,-36
38,13-Nov-17 5:11:27.852796 PM,-35
38,13-Nov-17 5:11:27.853299 PM,-38
38,13-Nov-17 5:11:27.853624 PM,-35
39,13-Nov-17 5:11:27.853894 PM,-42
37,13-Nov-17 5:11:29.095027 PM,-36
38,13-Nov-17 5:11:29.095724 PM,-35
38,13-Nov-17 5:11:29.096226 PM,-38
38,13-Nov-17 5:11:29.096552 PM,-35
39,13-Nov-17 5:11:29.096823 PM,-42
37,13-Nov-17 5:11:30.348655 PM,-36
37,13-Nov-17 5:11:30.349158 PM,-44
37,13-Nov-17 5:11:30.349483 PM,-37
38,13-Nov-17 5:11:30.349755 PM,-35
39,13-Nov-17 5:11:30.350451 PM,-42
37,13-Nov-17 5:11:31.598334 PM,-37
37,13-Nov-17 5:11:31.598836 PM,-44
37,13-Nov-17 5:11:31.599162 PM,-37
38,13-Nov-17 5:11:31.599433 PM,-35
39,13-Nov-17 5:11:31.600130 PM,-42
37,13-Nov-17 5:11:32.840862 PM,-36
37,13-Nov-17 5:11:32.841365 PM,-44
37,13-Nov-17 5:11:32.841690 PM,-37
38,13-Nov-17 5:11:32.841962 PM,-35
39,13-Nov-17 5:11:32.842658 PM,-42
37,13-Nov-17 5:11:34.074491 PM,-36
38,13-Nov-17 5:11:34.075188 PM,-35
39,13-Nov-17 5:11:34.075885 PM,-42
37,13-Nov-17 5:11:35.328296 PM,-36
38,13-Nov-17 5:11:35.328994 PM,-35
38,13-Nov-17 5:11:35.329496 PM,-38
38,13-Nov-17 5:11:35.329822 PM,-35
39,13-Nov-17 5:11:35.330092 PM,-42
37,13-Nov-17 5:11:36.577848 PM,-37
38,13-Nov-17 5:11:36.578545 PM,-35
38,13-Nov-17 5:11:36.579047 PM,-38
38,13-Nov-17 5:11:36.579373 PM,-35
39,13-Nov-17 5:11:36.579644 PM,-42
37,13-Nov-17 5:11:37.819476 PM,-36
37,13-Nov-17 5:11:37.819979 PM,-44
37,13-Nov-17 5:11:37.820304 PM,-36
38,13-Nov-17 5:11:37.820576 PM,-35
39,13-Nov-17 5:11:37.821272 PM,-42
37,13-Nov-17 5:11:39.058055 PM,-37
37,13-Nov-17 5:11:39.058557 PM,-44
37,13-Nov-17 5:11:39.058883 PM,-37
38,13-Nov-17 5:11:39.059154 PM,-35
39,13-Nov-17 5:11:39.059851 PM,-42
37,13-Nov-17 5:11:40.306033 PM,-37
38,13-Nov-17 5:11:40.306731 PM,-35
38,13-Nov-17 5:11:40.307233 PM,-38
38,13-Nov-17 5:11:40.307559 PM,-35
39,13-Nov-17 5:11:40.307829 PM,-42
37,13-Nov-17 5:11:41.548712 PM,-36
38,13-Nov-17 5:11:41.549409 PM,-35
38,13-Nov-17 5:11:41.549912 PM,-38
38,13-Nov-17 5:11:41.550237 PM,-35
39,13-Nov-17 5:11:41.550508 PM,-42
37,13-Nov-17 5:11:42.797518 PM,-37
38,13-Nov-17 5:11:42.798216 PM,-35
38,13-Nov-17 5:11:42.798718 PM,-38
38,13-Nov-17 5:11:42.799044 PM,-35
39,13-Nov-17 5:11:42.799314 PM,-42
37,13-Nov-17 5:11:44.035697 PM,-37
37,13-Nov-17 5:11:44.036199 PM,-44
37,13-Nov-17 5:11:44.036525 PM,-37
38,13-Nov-17 5:11:44.036796 PM,-35
39,13-Nov-17 5:11:44.037493 PM,-42
37,13-Nov-17 5:11:45.272775 PM,-36
38,13-Nov-17 5:11:45.273473 PM,-35
38,13-Nov-17 5:11:45.273975 PM,-38
38,13-Nov-17 5:11:45.274301 PM,-35
39,13-Nov-17 5:11:45.274571 PM,-42
37,13-Nov-17 5:11:46.511554 PM,-36
38,13-Nov-17 5:11:46.512251 PM,-35
38,13-Nov-17 5:11:46.512753 PM,-38
38,13-Nov-17 5:11:46.513079 PM,-35
39,13-Nov-17 5:11:46.513350 PM,-42
37,13-Nov-17 5:11:47.769432 PM,-37
38,13-Nov-17 5:11:47.770130 PM,-35
39,13-Nov-17 5:11:47.770826 PM,-43
37,13-Nov-17 5:11:49.012611 PM,-37
38,13-Nov-17 5:11:49.013308 PM,-36
38,13-Nov-17 5:11:49.013811 PM,-38
38,13-Nov-17 5:11:49.014137 PM,-36
39,13-Nov-17 5:11:49.014408 PM,-43
37,13-Nov-17 5:11:50.256567 PM,-37
38,13-Nov-17 5:11:50.257265 PM,-35
39,13-Nov-17 5:11:50.257961 PM,-43
39,13-Nov-17 5:11:50.258464 PM,-40
39,13-Nov-17 5:11:50.258789 PM,-42
37,13-Nov-17 5:11:51.500668 PM,-37
38,13-Nov-17 5:11:51.501365 PM,-35
39,13-Nov-17 5:11:51.502062 PM,-43
37,13-Nov-17 5:11:52.738396 PM,-37
37,13-Nov-17 5:11:52.738899 PM,-44
37,13-Nov-17 5:11:52.739225 PM,-37
38,13-Nov-17 5:11:52.739497 PM,-35
39,13-Nov-17 5:11:52.740193 PM,-43
37,13-Nov-17 5:11:53.984775 PM,-37
37,13-Nov-17 5:11:53.985277 PM,-44
37,13-Nov-17 5:11:53.985603 PM,-37
38,13-Nov-17 5:11:53.985874 PM,-35
39,13-Nov-17 5:11:53.986571 PM,-43
37,13-Nov-17 5:11:55.236603 PM,-37
38,13-Nov-17 5:11:55.237301 PM,-36
38,13-Nov-17 5:11:55.237803 PM,-38
38,13-Nov-17 5:11:55.238129 PM,-35
39,13-Nov-17 5:11:55.238399 PM,-43
37,13-Nov-17 5:11:56.478382 PM,-37
38,13-Nov-17 5:11:56.479079 PM,-35
38,13-Nov-17 5:11:56.479582 PM,-38
38,13-Nov-17 5:11:56.479908 PM,-35
39,13-Nov-17 5:11:56.480179 PM,-43
37,13-Nov-17 5:11:57.716438 PM,-37
37,13-Nov-17 5:11:57.716940 PM,-44
37,13-Nov-17 5:11:57.717266 PM,-37
38,13-Nov-17 5:11:57.717537 PM,-35
39,13-Nov-17 5:11:57.718234 PM,-43
37,13-Nov-17 5:11:58.966867 PM,-37
37,13-Nov-17 5:11:58.967369 PM,-44
37,13-Nov-17 5:11:58.967695 PM,-37
38,13-Nov-17 5:11:58.967966 PM,-35
39,13-Nov-17 5:11:58.968663 PM,-43
37,13-Nov-17 5:12:00.207347 PM,-37
38,13-Nov-17 5:12:00.208044 PM,-35
38,13-Nov-17 5:12:00.208547 PM,-38
38,13-Nov-17 5:12:00.208872 PM,-35
39,13-Nov-17 5:12:00.209143 PM,-43
37,13-Nov-17 5:12:01.443177 PM,-37
38,13-Nov-17 5:12:01.443874 PM,-35
38,13-Nov-17 5:12:01.444376 PM,-38
38,13-Nov-17 5:12:01.444702 PM,-35
39,13-Nov-17 5:12:01.444973 PM,-43
37,13-Nov-17 5:12:02.696506 PM,-37
38,13-Nov-17 5:12:02.697203 PM,-35
38,13-Nov-17 5:12:02.697706 PM,-38
38,13-Nov-17 5:12:02.698031 PM,-35
39,13-Nov-17 5:12:02.698302 PM,-43
37,13-Nov-17 5:12:03.942536 PM,-37
38,13-Nov-17 5:12:03.943233 PM,-35
39,13-Nov-17 5:12:03.943930 PM,-43
37,13-Nov-17 5:12:05.192565 PM,-37
38,13-Nov-17 5:12:05.193262 PM,-35
38,13-Nov-17 5:12:05.193765 PM,-38
38,13-Nov-17 5:12:05.194090 PM,-35
39,13-Nov-17 5:12:05.194361 PM,-43
37,13-Nov-17 5:12:06.437645 PM,-37
38,13-Nov-17 5:12:06.438342 PM,-35
39,13-Nov-17 5:12:06.439039 PM,-43
37,13-Nov-17 5:12:07.686451 PM,-37
38,13-Nov-17 5:12:07.687148 PM,-35
38,13-Nov-17 5:12:07.687651 PM,-38
38,13-Nov-17 5:12:07.687977 PM,-35
39,13-Nov-17 5:12:07.688248 PM,-43
37,13-Nov-17 5:12:08.929254 PM,-36
38,13-Nov-17 5:12:08.929951 PM,-35
38,13-Nov-17 5:12:08.930453 PM,-38
38,13-Nov-17 5:12:08.930779 PM,-35
39,13-Nov-17 5:12:08.931050 PM,-42
37,13-Nov-17 5:12:10.161483 PM,-36
38,13-Nov-17 5:12:10.162180 PM,-35
39,13-Nov-17 5:12:10.162877 PM,-42
39,13-Nov-17 5:12:10.163380 PM,-40
39,13-Nov-17 5:12:10.163705 PM,-42
37,13-Nov-17 5:12:11.408313 PM,-36
37,13-Nov-17 5:12:11.408815 PM,-44
37,13-Nov-17 5:12:11.409141 PM,-37
38,13-Nov-17 5:12:11.409412 PM,-35
39,13-Nov-17 5:12:11.410109 PM,-42
37,13-Nov-17 5:12:12.650492 PM,-37
37,13-Nov-17 5:12:12.650995 PM,-44
37,13-Nov-17 5:12:12.651321 PM,-36
38,13-Nov-17 5:12:12.651592 PM,-35
39,13-Nov-17 5:12:12.652289 PM,-42
37,13-Nov-17 5:12:13.903872 PM,-36
38,13-Nov-17 5:12:13.904569 PM,-35
39,13-Nov-17 5:12:13.905266 PM,-42
37,13-Nov-17 5:12:15.140579 PM,-36
38,13-Nov-17 5:12:15.141276 PM,-35
38,13-Nov-17 5:12:15.141779 PM,-38
38,13-Nov-17 5:12:15.142104 PM,-35
39,13-Nov-17 5:12:15.142375 PM,-42
37,13-Nov-17 5:12:16.395508 PM,-37
38,13-Nov-17 5:12:16.396206 PM,-35
39,13-Nov-17 5:12:16.396902 PM,-42
37,13-Nov-17 5:12:17.637888 PM,-37
37,13-Nov-17 5:12:17.638391 PM,-44
37,13-Nov-17 5:12:17.638717 PM,-37
38,13-Nov-17 5:12:17.638988 PM,-35
39,13-Nov-17 5:12:17.639685 PM,-42
37,13-Nov-17 5:12:18.888717 PM,-36
37,13-Nov-17 5:12:18.889220 PM,-44
